name,category,address,city,province,postal,phone,whatsapp,email,website,facebook,instagram,other_social,source_url,source
Bharathanatiyam and Music classes,Education Centers Fine Arts,,Hamilton,ON,L8S 1A9,289-308-7063,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/bharathanatiyam-and-music-classes,vanakkamcanada.ca
Nattiya Kalakshetra School of Fine Arts,Education Centers Fine Arts,Warden &,Huntingwood Scarborough,ON,,416-546-0655,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nattiya-kalakshetra-school-of-fine-arts,vanakkamcanada.ca
Kalaikovil Academy of Fine Arts,Education Centers Fine Arts,"50, Innovator Ave., Unit-1, Stouffville, ON, L4A0Y2",Innovator Ave.,ON,L4A 0Y2,416-292-2425,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kalaikovil-academy-of-fine-arts,vanakkamcanada.ca
Varnam Institute of Fine Arts,Education Centers Fine Arts,2625 Eglinton Ave East Scarborough,M1K 252,ON,M1K 252,647-893-4010,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/varnam-institute-of-fine-arts93988,vanakkamcanada.ca
Canadian Education Center,Education Centers,,Markham,ON,,416-288-1843,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-education-center,vanakkamcanada.ca
Computek College - Markham Campus,Education Centers,7 Eastvale Drive 202,Markham,ON,L3S 4N8,905-471-3344,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/computek-college-markham-campus,vanakkamcanada.ca
Dance Art Studio,Education Centers Fine Arts,10 East Wilmot St 21,Markham,ON,,416-878-4443,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/dance-art-studio,vanakkamcanada.ca
English through Tamil Tuition.,Education Centers,"337, Elson St",Markham,ON,,905-209-1175,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/english-through-tamil-tuition,vanakkamcanada.ca
GO! Dance International Productions,Education Centers Fine Arts,461 Alden Road 22,Markham,ON,L3R 3L4,905-480-0771,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/go-dance-international-productions,vanakkamcanada.ca
Kalai Kovil Academy of Fine Arts,Education Centers Fine Arts,"30 New Delhi Drive, Unit-64",Markham,ON,L3S 0B9,416-292-2425,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kalai-kovil-academy-of-fine-arts,vanakkamcanada.ca
Kumon,Education Centers,,Markham,ON,,416-289-9771,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kumon,vanakkamcanada.ca
Markham Tutoring,Education Centers,,Markham,ON,,416-464-3757,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/markham-tutoring,vanakkamcanada.ca
Nettek Training & Solutions Inc.,Education Centers,,Markham,ON,,905-554-4224,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nettek-training-and-solutions-inc,vanakkamcanada.ca
Param Jyothi Academy,Education Centers,#95-Upper D-7393 Markham Rd,Markham,ON,L3S 0B5,647-426-6329,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/param-jyothi-academy,vanakkamcanada.ca
Pulse Dance Works,Education Centers Fine Arts,"144 Main Street North, 4",Markham,ON,L3P 5T3,416-899-9916,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/pulse-dance-works,vanakkamcanada.ca
Raghalhaya Fine Arts of Ontario,Education Centers Fine Arts,105 Gilling Ave,Markham,ON,L3S 3R3,647-393-3546,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/raghalhaya-fine-arts-of-ontario,vanakkamcanada.ca
Raghalhaya Fine Arts of Ontario (Lasanthy.R),Education Centers Fine Arts,"105 Gillingham Ave, Markham, On, L3S3R3",Markham,ON,L3S 3R3,647-393-3546,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/raghalhaya-fine-arts-of-ontario-lasanthy-r,vanakkamcanada.ca
Sai Natham Fine Arts Academy,Education Centers Fine Arts,,Markham,ON,,647-302-6448,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sai-natham-fine-arts-academy,vanakkamcanada.ca
SmartEd Learning Center,Education Centers,48 Lahore Cres,Markham,ON,L3S 0A6,905-554-3148,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/smarted-learning-center,vanakkamcanada.ca
Sruthi Music Academy,Education Centers Fine Arts,,Markham,ON,,647-402-0352,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sruthi-music-academy,vanakkamcanada.ca
T & Y Innovative Education,Education Centers,,Markham,ON,,416-918-8575,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/t-y-innovative-education,vanakkamcanada.ca
Ucmas Markham South Centre,Education Centers,8 Shadlock St #5,Markham,ON,L3S 3K9,905-201-9174,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/ucmas-markham-south-centre,vanakkamcanada.ca
Tuition In Mathemaics & Physics,Education Centers,815-180,Markham Scarborough,ON,M1M 2Z9,416-265-7745,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tuition-in-mathemaics-physics,vanakkamcanada.ca
A1 Private Tuition Classes,Education Centers,Finch &,McCowan Scarborough,ON,,416-335-9779,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/a1-private-tuition-classes,vanakkamcanada.ca
Jeyakumar Somasundaram,Education Scholarship & Funds,"605 Matisse Place, Mississauga, L5W1K8",Mississauga,ON,L5W 1K8,416-831-4824,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/jeyakumar-somasundaram,vanakkamcanada.ca
Canadian SciTech College,Education Centers,240 Duncan Mill Rd,North York,ON,M3B 3S6,416-833-7666,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-scitech-college,vanakkamcanada.ca
Dhaka Learning Centre Canada,Education Centers,"325 Gerrard St., East, Toronto",ON,ON,,416-520-9585,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/dhaka-learning-centre-canada,vanakkamcanada.ca
Music Masters Education Centre,Education Centers Fine Arts,"2390 Eglinton Ave E., Suite#208, Scarborough",ON,ON,,416-757-6523,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/music-masters-education-centre55216,vanakkamcanada.ca
Tamil Canadians,Education Centers Fine Arts,"5694 Highway 7 East Unit #13, Markham",ON,ON,,416-554-9253,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tamil-canadians,vanakkamcanada.ca
Thamil Poonga,Education Centers,"3001, Markham Rd, #21, Tornot",ON,ON,,905-479-5375,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thamil-poonga,vanakkamcanada.ca
A+ Academy of Advancement,Education Centers,,Ontario,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/a-academy-of-advancement,vanakkamcanada.ca
ABIY Education,Education Centers,,Ontario,ON,,647-247-5482,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/abiy-education,vanakkamcanada.ca
All Knowledge,Education Centers,,Ontario,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/all-knowledge,vanakkamcanada.ca
Annamalai Canada University,Education Centers Fine Arts,,Ontario,ON,,416-777-2822,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/annamalai-canada-university,vanakkamcanada.ca
Best Brain Tutor,Education Centers,,Ontario,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/best-brain-tutor,vanakkamcanada.ca
Bhamakal Music Academy,Education Centers Fine Arts,,Ontario,ON,,647-338-1907,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/bhamakal-music-academy,vanakkamcanada.ca
Chemistry Tutoring,Education Centers,,Ontario,ON,,647-533-3572,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/chemistry-tutoring,vanakkamcanada.ca
Math & Science Tutoring,Education Centers,,Ontario,ON,,647-929-7784,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/math-and-science-tutoring,vanakkamcanada.ca
Nanthy Fine Arts,Education Centers Fine Arts,,Ontario,ON,,416-371-0635,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nanthy-fine-arts,vanakkamcanada.ca
Nattiya Kalakshetra,Education Centers Fine Arts,,Ontario,ON,,905-554-5846,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nattiya-kalakshetra,vanakkamcanada.ca
Ontario International,Education Centers,,Ontario,ON,,416-701-1763,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/ontario-international,vanakkamcanada.ca
Premalaya Music College,Education Centers Fine Arts,647-637-6024,Ontario,ON,,905-591-8522,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/premalaya-music-college,vanakkamcanada.ca
Sithambara Natyalayam,Education Centers Fine Arts,,Ontario,ON,,416-434-9655,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sithambara-natyalayam,vanakkamcanada.ca
Starz Dance,Education Centers,,Ontario,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/starz-dance,vanakkamcanada.ca
Thivya Shri Saba,Education Centers Fine Arts,,Ontario,ON,,647-708-0509,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thivya-shri-saba,vanakkamcanada.ca
Tutoring Siva Chelliah,Education Centers,,Ontario,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tutoring-siva-chelliah,vanakkamcanada.ca
Vaikai Dance Academy,Education Centers Fine Arts,,Ontario,ON,,647-762-7670,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/vaikai-dance-academy,vanakkamcanada.ca
Sruti Laya Fine Arts Academy,Education Centers Fine Arts,Res,Res,ON,,416-705-2171,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sruti-laya-fine-arts-academy47583,vanakkamcanada.ca
A-Linc Centre - The Career Foundation,Education Centers,"9050 Yonge Street, 318",Richmond Hill,ON,L4C 9S6,800-477-4217,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/a-linc-centre-the-career-foundation,vanakkamcanada.ca
"High School and University level Math, Physics, Chemistry and Biology Tutoring",Education Centers,,Richmond Hill,ON,,647-773-4748,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/high-school-and-university-level-math-physics-chemistry-and-biology-tutoring,vanakkamcanada.ca
Abinayaalayaa,Education Centers Fine Arts,,Scarborough,ON,,416-269-8478,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/abinayaalayaa,vanakkamcanada.ca
Academy of Tamil Arts and Technology,Organizations,2130 Lawrence Ave. East 308,Scarborough,ON,M1R 3A6,416-416-5991,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/academy-of-tamil-arts-and-technology,vanakkamcanada.ca
Annamalai University Canada,Education Centers,1240 Ellesmere Rd. Unit 101,Scarborough,ON,M1P 2X4,647-614-1930,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/annamalai-university-canada,vanakkamcanada.ca
Arivakam Tamil Cultural Academy,Education Centers,"705 Progress Ave, #105",Scarborough,ON,M1H 2X1,416-849-9890,,,https://www.arivakam.org/,https://www.facebook.com/arivakam.canada/,https://www.instagram.com/arivakam/?hl=en,https://www.youtube.com/@ArivakamTamilCulturalAcademy/featured|https://www.linkedin.com/company/arivakam-canada/,https://vanakkamcanada.ca/tamil-business-listings/arivakam-tamil-cultural-academy,vanakkamcanada.ca
Arumugam Thayaparan (RESP),Education Centers Fine Arts,Canada,Scarborough,ON,,905-426-7713,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/arumugam-thayaparan-resp,vanakkamcanada.ca
Brilliant Tutor & Your Home,Education Centers,79 Eastvale Dr,Scarborough,ON,,416-291-4684,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/brilliant-tutor-and-your-home,vanakkamcanada.ca
Brilliant Tutor @ Your Home,Education Centers Fine Arts,21 Century Dr,Scarborough,ON,M1J 4J5,905-507-8470,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/brilliant-tutor-at-your-home,vanakkamcanada.ca
Budo Martial Arts Academy,Education Karate,3021 Markham Road 54,Scarborough,ON,M1X 1L6,416-473-8472,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/budo-martial-arts-academy,vanakkamcanada.ca
Canadian College Of Business,Education Centers,4900 Sheppard Ave E,Scarborough,ON,M1S 4A7,416-850-6028,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-college-of-business,vanakkamcanada.ca
Canadian Scholarship trust Plan - Valepuram,Education Scholarship & Funds,,Scarborough,ON,,416-838-4856,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-scholarship-trust-plan-valepuram,vanakkamcanada.ca
Canadian Tamil Academy,Education Centers,8 Milner Avenue,Scarborough,ON,M1S 3P8,416-757-2006,,,http://www.tamilacademy.org,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-tamil-academy,vanakkamcanada.ca
Children's Education Funds Inc,Education Centers Fine Arts,2100 Ellesmere Road 307,Scarborough,ON,N1H 3V7,416-899-6044,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/childrens-education-funds-inc,vanakkamcanada.ca
Dance Classes,Education Centers Fine Arts,62 Gristone Crescent,Scarborough,ON,,416-686-7709,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/dance-classes,vanakkamcanada.ca
Galaxy Toppers Educational Coaching Services (GTECS),Education Centers,"85 Ellesmere Road, #205",Scarborough,ON,M1R 4B9,647-995-7157,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/galaxy-toppers-educational-coaching-services-gtecs,vanakkamcanada.ca
Global Education Marketing Corporation,Education Scholarship & Funds,,Scarborough,ON,,416-258-8289,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/global-education-marketing-corporation,vanakkamcanada.ca
Gnanothayam,Education Centers Fine Arts,115 Connsmythe Dr,Scarborough,ON,M1J 3P6,416-265-8200,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/gnanothayam31446,vanakkamcanada.ca
Gnanothayam,Education Centers Fine Arts,10 Luella St,Scarborough,ON,M1J 3B8,416-265-8200,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/gnanothayam,vanakkamcanada.ca
Harshothaya Dance School,Education Centers Fine Arts,,Scarborough,ON,,416-294-7467,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/harshothaya-dance-school,vanakkamcanada.ca
I.A.S House Of Learning,Education Centers,5631-5671 Steels Ave .E,Scarborough,ON,,416-459-6390,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/i-a-s-house-of-learning,vanakkamcanada.ca
Indo Canada Dance Academy,Education Centers Fine Arts,331 Glendower Cir,Scarborough,ON,,647-895-6635,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/indo-canada-dance-academy,vanakkamcanada.ca
JRS College,Education Centers,330-4168 Finch Avenue East,Scarborough,ON,M1S 5H6,416-292-2455,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/jrs-college,vanakkamcanada.ca
JRS College of Business and Healthcare Inc,Education Centers,4168 Finch Ave 330,Scarborough,ON,M1S 5H6,416-292-2455,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/jrs-college-of-business-and-healthcare-inc,vanakkamcanada.ca
Jeya Pathmini Ananth,Education Centers Fine Arts,331 Glen Dowe Cres.,Scarborough,ON,,416-412-1285,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/jeya-pathmini-ananth,vanakkamcanada.ca
LEARNA,Education Centers,,Scarborough,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/learna,vanakkamcanada.ca
Learna Education Inc.,Education Centers,9 Progress Ave #1,Scarborough,ON,M1P 5A4,416-335-4357,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/learna-education-inc,vanakkamcanada.ca
Lines Media Works,Education Centers Fine Arts,Canada,Scarborough,ON,,830-018-7099,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/lines-media-works,vanakkamcanada.ca
"MATH TUTOR: GRADE 6-12, COLLEGE/UNIVERSITY",Education Centers,,Scarborough,ON,,647-558-0199,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/math-tutor-grade-6-12-college-university,vanakkamcanada.ca
Mark Tutoring Services Inc.,Education Centers,80 Nashdene Rd #129,Scarborough,ON,,416-412-6297,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/mark-tutoring-services-inc,vanakkamcanada.ca
Mark's Tutoring Services Inc.,Education Centers,80 Nashdene Road Block F 129,Scarborough,ON,M1V 5E4,416-438-1677,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/marks-tutoring-services-inc,vanakkamcanada.ca
Mayuragalayam Music Academy (Mayurathi),Education Centers Fine Arts,Canada,Scarborough,ON,,647-504-9440,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/mayuragalayam-music-academy-mayurathi,vanakkamcanada.ca
Miruthanga Seshthiram,Education Centers Fine Arts,1240 Ellesmere Rd,Scarborough,ON,,647-885-5676,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/miruthanga-seshthiram,vanakkamcanada.ca
Music Classes,Education Centers Fine Arts,67 Briarglen Court,Scarborough,ON,,416-756-0823,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/music-classes,vanakkamcanada.ca
Music Masters Education Centre,Education Centers Fine Arts,2390 Eglinton Ave East 208,Scarborough,ON,,416-757-6523,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/music-masters-education-centre,vanakkamcanada.ca
Narthana Chesththira Academy of Fine Arts,Education Centers Fine Arts,1950 Kennedy Rd,Scarborough,ON,,416-292-1083,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/narthana-chesththira-academy-of-fine-arts,vanakkamcanada.ca
Nathalaya Fine Arts,Education Centers Fine Arts,,Scarborough,ON,,416-890-8540,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nathalaya-fine-arts,vanakkamcanada.ca
NetCom College,Education Centers,1200 Markham Road 525,Scarborough,ON,M1H 3C3,416-438-3737,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/netcom-college,vanakkamcanada.ca
Niruthya Kalanjali Academy of Fine Arts,Education Centers Fine Arts,39 Kimbercroft Court,Scarborough,ON,,416-438-3494,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/niruthya-kalanjali-academy-of-fine-arts,vanakkamcanada.ca
Padimurai Tamil - Canadian Tamil Sankam,Education Centers,"2370 Midland Avenue, #A8",Scarborough,ON,M1S 5C6,416-821-5773,,,https://padimuraitamil.com/,,,,https://vanakkamcanada.ca/tamil-business-listings/padimurai-tamil-canadian-tamil-sankam,vanakkamcanada.ca
Prasanna Academy,Education Centers,,Scarborough,ON,M1K 2B7,416-795-5506,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/prasanna-academy,vanakkamcanada.ca
Prima Dance School,Education Centers Fine Arts,10-5310 Finch Ave East,Scarborough,ON,M1S 5G1,416-317-5575,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/prima-dance-school,vanakkamcanada.ca
Private Tutoring Center,Education Centers,,Scarborough,ON,,905-201-6151,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/private-tutoring-center,vanakkamcanada.ca
RG Education Center,Education Centers,3852 Finch Ave E,Scarborough,ON,M1T 3T9,416-609-9508,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/rg-education-center,vanakkamcanada.ca
Rahalaya Academy of Fine Arts,Education Centers Fine Arts,,Scarborough,ON,,905-943-9047,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/rahalaya-academy-of-fine-arts,vanakkamcanada.ca
Rahalayam Music Academy,Education Centers Fine Arts,210 Silver Star Blvd #811,Scarborough,ON,M1V 5J9,416-788-3785,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/rahalayam-music-academy,vanakkamcanada.ca
Saraswathi Nadana Aalayam (Krishnavee),Education Centers Fine Arts,Canada,Scarborough,ON,,647-655-6879,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/saraswathi-nadana-aalayam-krishnavee,vanakkamcanada.ca
Sastriya Sangeetha Fine Arts (Amuthesar),Education Centers Fine Arts,Canada,Scarborough,ON,,647-468-6772,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sastriya-sangeetha-fine-arts-amuthesar,vanakkamcanada.ca
School of Bharathanatiyam,Education Centers Fine Arts,15 Swells Rd,Scarborough,ON,,416-431-6210,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/school-of-bharathanatiyam,vanakkamcanada.ca
Shruthiksha Fine Arts,Education Centers Fine Arts,,Scarborough,ON,,647-531-7286,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/shruthiksha-fine-arts,vanakkamcanada.ca
South Asian Karate School - Toronto,Education Centers Fine Arts,,Scarborough,ON,,416-993-7832,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/south-asian-karate-school-toronto,vanakkamcanada.ca
South Asian Music Academy of Ontario,Education Centers Fine Arts,80 C Nashdene Rd #71,Scarborough,ON,,647-339-4730,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/south-asian-music-academy-of-ontario,vanakkamcanada.ca
Sruti Laya Fine Arts Academy,Education Centers Fine Arts,1220 Ellesmere Rd 27,Scarborough,ON,,416-269-9105,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sruti-laya-fine-arts-academy,vanakkamcanada.ca
Success Tutorial School,Education Centers,3700 Midland Ave #106,Scarborough,ON,M1V 5B5,416-412-3170,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/success-tutorial-school,vanakkamcanada.ca
Talenta Academy,Education Centers,"2020 Ellesmere Road, #2",Scarborough,ON,M1H 2Z8,416-396-3344,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/talenta-academy,vanakkamcanada.ca
Tamil Academy Of Culture & Technology,Education Centers,,Scarborough,ON,,416-757-9601,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tamil-academy-of-culture-technology,vanakkamcanada.ca
Thamil Children's Centre,Education Centers,80 Nashdene Rd #221,Scarborough,ON,M1V 5E4,416-840-0670,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thamil-childrens-centre,vanakkamcanada.ca
The Best Of Tutors,Education Centers,,Scarborough,ON,,416-321-3343,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/the-best-of-tutors,vanakkamcanada.ca
