name,category,address,city,province,postal,phone,whatsapp,email,website,facebook,instagram,other_social,source_url,source
Sri Siva Vishnu Temple - Canada,Temples,38 Rivalda Road,North York,ON,M9M 2M3,416-740-0062,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-siva-vishnu-temple-canada,vanakkamcanada.ca
Thiruchendur MuruganTemple,Temples,"No.19, Penn Drive, North York, ON",North York,ON,M9L 2A7,416-744-9568,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thiruchendur-murugantemple,vanakkamcanada.ca
Thiurchenthoor,Temples,19 Penn Dr,North York,ON,M9L 2A7,416-744-9568,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thiurchenthoor,vanakkamcanada.ca
Thiruchchenthoor Murugan Temple,Temples,19 Penn Drive 10,NorthYork,ON,M9L 2A7,416-744-9568,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thiruchchenthoor-murugan-temple,vanakkamcanada.ca
Canada Sri Iyappan,Temples,,Ontario,ON,,416-321-6104,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-sri-iyappan,vanakkamcanada.ca
Sri Swarnakarshana Gnana Bhairavar Kovil,Temples,"450 Taunton Rd E, Oshawa, ON",Oshawa,ON,L1H 7K4,416-520-2056,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-swarnakarshana-gnana-bhairavar-kovil,vanakkamcanada.ca
Om Namo Narayani,Temples,"3938 Cottrelle Blvd, P.O.Box 80040, Broampton, ON, L6P2R0",P.O.Box 80040,ON,L6P 2R0,905-913-0787,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/om-namo-narayani,vanakkamcanada.ca
Pickering Aruljothy Sivan Temple,Temples,"1734 Orangebrook Ct, #10",Pickering,ON,L1W 3G8,647-989-6943,,,,https://www.facebook.com/aruljothy.temple,,,https://vanakkamcanada.ca/tamil-business-listings/pickering-aruljothy-sivan-temple,vanakkamcanada.ca
Richmond Hill Pillayar Temple,Temples,"10865 Bayview Av. Richmond Hill, ON,",Richmond Hill,ON,L4S 1M1,905-883-9109,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/richmond-hill-pillayar-temple,vanakkamcanada.ca
Richmonhill Ganesha Temple,Temples,10865 Bayview Ave,Richmond Hill,ON,L4S 1M1,905-883-9010,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/richmonhill-ganesha-temple,vanakkamcanada.ca
The Hindu Temple Society of Canada - Richmond Hill Hindu Temple - Pillaiyar Kovil,Temples,10865 Bayview Avenue,Richmond Hill,ON,L4S 1M1,905-883-9109,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/the-hindu-temple-society-of-canada-richmond-hill-hindu-temple-pillaiyar-kovil,vanakkamcanada.ca
Aathi Parasakthy Guru Mantram,Temples,80 Nashdene Rd #99,Scarborough,ON,M1V 5E4,647-436-9647,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/aathi-parasakthy-guru-mantram,vanakkamcanada.ca
Canada Kanthasamy Temple,Temples,733 Birchmount Rd,Scarborough,ON,M1K 1R5,416-438-1882,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-kanthasamy-temple,vanakkamcanada.ca
Canada Nainatheevu Kovil,Temples,"1537-1539- Warden Ave, Scarborough, ON, M1R4Z8",Scarborough,ON,M1R 4Z8,416-293-4000,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-nainatheevu-kovil,vanakkamcanada.ca
Canada Sri Ayyappan Hindu Temple,Temples,635 Middlefield Road,Scarborough,ON,M1V 5B8,416-321-6104,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-sri-ayyappan-hindu-temple,vanakkamcanada.ca
Canada Thirupathi Vengadasalapathy Temple,Temples,1240 Ellesmere Road,Scarborough,ON,M1P 2X4,416-999-4274,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-thirupathi-vengadasalapathy-temple,vanakkamcanada.ca
Nallur Kanthasuwamy Kovil,Temples,20 Nugget Ave 1,Scarborough,ON,,416-293-9004,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nallur-kanthasuwamy-kovil,vanakkamcanada.ca
Periya Sivan Temple,Temples,1960 Ellesmere Rd 10,Scarborough,ON,M1H 2W5,416-769-7747,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/periya-sivan-temple,vanakkamcanada.ca
Sai Illam,Temples,"20 Slan Ave., Scarborough, M1G3B2",Scarborough,ON,M1G 3B2,416-568-1221,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sai-illam,vanakkamcanada.ca
Selva Channithy Murugan,Temples,1 Goalden Gate #1,Scarborough,ON,M1P 3A4,416-297-8716,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/selva-channithy-murugan,vanakkamcanada.ca
Sri Ayyappa Samajam of Ontario - Canada SRI AYYAPPAN Temple,Temples,635 Middlefield Road,Scarborough,ON,M1V 5B8,416-321-6104,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-ayyappa-samajam-of-ontario-canada-sri-ayyappan-temple,vanakkamcanada.ca
Sri Bhuvaneshwari Hindu Temple,Temples,746 Warden Ave #10&11,Scarborough,ON,M1L 4A2,416-615-0005,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-bhuvaneshwari-hindu-temple,vanakkamcanada.ca
Sri Luxsumi Mandir,Temples,1560 Brimley Rd #106,Scarborough,ON,,416-835-2729,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-luxsumi-mandir,vanakkamcanada.ca
Sri Mahaluxmi Mandir,Temples,5235 Finch Avenue East,Scarborough,ON,M1S 1W8,416-835-2729,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-mahaluxmi-mandir,vanakkamcanada.ca
Sri Meenadhchi Amman Temple,Temples,585 Middlefield Rd #1,Scarborough,ON,M1V 4Y5,416-535-6560,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-meenadhchi-amman-temple,vanakkamcanada.ca
Sri Nallur Sivan Kovil,Temples,20 Nugget Av 1,Scarborough,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-nallur-sivan-kovil,vanakkamcanada.ca
Sri Puwaneshwari Hindu Temple,Temples,"746, Warden Ave 10&11",Scarborough,ON,M1L 4A2,416-615-0005,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-puwaneshwari-hindu-temple,vanakkamcanada.ca
Sri Santhira Mowleeswarar Sivalayam,Temples,3011 Markham Rd #62&63,Scarborough,ON,,416-754-7338,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-santhira-mowleeswarar-sivalayam,vanakkamcanada.ca
Sri Sathya Sai baba,Temples,5321 Finch Avenue East,Scarborough,ON,M1S 5W2,416-335-7242,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-sathya-sai-baba,vanakkamcanada.ca
Sri Selvachannithy Murugan Prayer Hall,Temples,1 Golden Gate 1,Scarborough,ON,M1P 3A4,416-297-8716,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-selvachannithy-murugan-prayer-hall,vanakkamcanada.ca
Sri Varasiththi Vinaayagar Hindu Temple of Toronto,Temples,3025 Kennedy Rd #10,Scarborough,ON,M1V 1S3,416-291-8500,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-varasiththi-vinaayagar-hindu-temple-of-toronto,vanakkamcanada.ca
Sri Varasiththi Vinaayagar Temple,Temples,3025 Kennedy Rd 10,Scarborough,ON,M1V 1S2,416-291-8500,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-varasiththi-vinaayagar-temple,vanakkamcanada.ca
Temple (5637 Finch Ave),Temples,5637 Finch Avenue East 5A,Scarborough,ON,M1B 5K9,416-412-1289,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-5637-finch-ave,vanakkamcanada.ca
Temple (Brimley & Goldengate Court),Temples,Brimley and GoldenGate Court 1,Scarborough,ON,,416-731-8453,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-brimley-goldengate-court,vanakkamcanada.ca
Chan Shan Temple,Temples,7254 Bayview Ave,Thornhill,ON,L3T 2R6,905-886-1522,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/chan-shan-temple,vanakkamcanada.ca
Arulmihu Muthvinayagar Thevasthanam,Temples,435 Parliament St,Toronto,ON,M9L 1V3,416-413-7747,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/arulmihu-muthvinayagar-thevasthanam,vanakkamcanada.ca
Merupuram Sri Paththrakali Amman Temple,Temples,1510 Birchmount Road 104,Toronto,ON,M1P 2G6,416-615-0100,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/merupuram-sri-paththrakali-amman-temple,vanakkamcanada.ca
Sri Selvavinayagar Temple,Temples,3411 McNicoll Ave,Toronto,ON,M1V 4B7,416-299-9955,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-selvavinayagar-temple,vanakkamcanada.ca
Temple (416-413-7747),Temples,,Toronto,ON,,416-413-7747,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-416-413-7747,vanakkamcanada.ca
Temple (585-533-1970),Temples,,Toronto,ON,,585-533-1970,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-585-533-1970,vanakkamcanada.ca
Temple (Birchmount & Ellesmere),Temples,1510 Birchmount Road 104,Toronto,ON,M1P 2G6,416-615-0100,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-birchmount-ellesmere,vanakkamcanada.ca
Toronto Sri Durka Hindu Temple - THURKESWARAM,Temples,30 Carnforth Road,Toronto,ON,M4A 2K7,416-751-5151,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/toronto-sri-durka-hindu-temple-thurkeswaram,vanakkamcanada.ca
Canada shri Muthumaari Amman Temple,Temples,"1771 albion Road, Unit #1, Toronto, ON M9W 5S7",Unit #1,ON,M9W 5S7,416-213-0110,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-shri-muthumaari-amman-temple,vanakkamcanada.ca
Selvavinanagar Temple,Temples,"3411 Mcnicoll Ave, Unit 1 , Toronto, ON, M1V4B7",Unit 1,ON,M1V 4B7,416-299-9955,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/selvavinanagar-temple,vanakkamcanada.ca
Sri Katpagavinayakar Temple,Temples,"200 Advanced Blvd, Unit 1 , Brampton, ON, L6T4V4",Unit 1,ON,L6T 4V4,416-471-0025,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-katpagavinayakar-temple,vanakkamcanada.ca
Varasithi Vinayagar,Temples,"3025 Kennedy Road, Unit-10, Scarborough, ON, M1V1S3",Unit-10,ON,M1V 1S3,416-291-8500,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/varasithi-vinayagar,vanakkamcanada.ca
Sri Saparipeedam Temple,Temples,470 Chrysler Drive,Unit9-10,ON,L6S 0C1,905-789-7844,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-saparipeedam-temple,vanakkamcanada.ca
Ajax Pillayar Kovil (ambalavana vetha vinayagar),Religion,282 Monarch Avenue,Ajax,Ontario,L1S 2G6,647966-7219,,,,,,,https://www.tamilbusinessdirectory.com/canada/ajax/religion/ajax-pillayar-kovil-ambalavana-vetha-vinayagar,tamilbusinessdirectory.com
Sri Muthu Maari Ambal Temple,Religion,1314 Britannia Road East,Mississauga,Ontario,L4W 1C8,905-795-8389,,,http://www.ambaltemple.org,,,,https://www.tamilbusinessdirectory.com/canada/mississauga/religion/sri-muthu-maari-ambal-temple,tamilbusinessdirectory.com
Richmonhill Ganesha Temple,Religion,10865 Bayview Ave,Richmond Hill,Ontario,L4S 1M1,90588390109,,,,,,,https://www.tamilbusinessdirectory.com/canada/richmond-hill/religion/richmonhill-ganesha-temple,tamilbusinessdirectory.com
Periya Sivan Temple,Religion,1960 Ellesmere Rd,Scarborough,Ontario,M1H 2W5,416-907-7434,,,http://www.shivatempletoronto.org,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/religion/periya-sivan-temple,tamilbusinessdirectory.com
Sri Nallur Sivan Kovil,Religion,20 Nugget Av,Scarborough,Ontario,,416-293-90,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/religion/sri-nallur-sivan-kovil,tamilbusinessdirectory.com
Temple (Brimley & Goldengate Court),Religion,Brimley and GoldenGate Court,Scarborough,Ontario,,9055661718,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/religion/temple-brimley-goldengate-court,tamilbusinessdirectory.com
Canada Kanthaswamy Temple,Canada Kanthaswamy Temple,"733 Birchmount Rd, Scarborough, ON M1K1R5",Toronto,Ontario,,416-438-1882,,,http://www.canadakanthan.ca,,,,https://www.tamilbusinessdirectory.com/canada/wedding-party-services/canada-kanthaswamy-temple,tamilbusinessdirectory.com
Sri Katpagavinayakar Temple,Sri Katpagavinayakar Temple,"200 Advanced Blvd, Unit 1 , Brampton, ON, L6T4V4",Toronto,Ontario,,416-471-00255,,,http://www.srikatpagavinayagar.ca,,,,https://www.tamilbusinessdirectory.com/canada/religion/sri-katpagavinayakar-temple,tamilbusinessdirectory.com
Toronto Sri Durka Hindu Temple - THURKESWARAM,Religion,30 Carnforth Road,Toronto,Ontario,M4A 2K7,416-7599648,,,http://www.durka.com,,,,https://www.tamilbusinessdirectory.com/canada/toronto/religion/toronto-sri-durka-hindu-temple-thurkeswaram,tamilbusinessdirectory.com
Arulmigu Thiru Murugan Temple,Temples,1611 St Regis Blvd,Dollard-des-Ormeaux,QC,H9B 3H7,514-683-8044,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/arulmigu-thiru-murugan-temple,vanakkamcanada.ca
Sri Katpaga MahaGanapathi Temple,Temples,9865 Rue Clark,Montreal,QC,H3L 2R5,514-381-1010,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-katpaga-mahaganapathi-temple,vanakkamcanada.ca
Sri Thurgai Amman Temple,Temples,271 Jean Talon,Montreal,QC,H2R 2X8,514-272-2956,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-thurgai-amman-temple,vanakkamcanada.ca
Subramanya Ayyappa Temple (Val Morin),Temples,5305 Rue du Bel Automne,Val-Morin,QC,J0T 2R0,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/subramanya-ayyappa-temple-val-morin,vanakkamcanada.ca
The Sivananda Ashram,Temples,"673, 8th Avenue",Val-Morin,QC,J0T 2R0,800-263-9642,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/the-sivananda-ashram,vanakkamcanada.ca
Subramanya Ayyappa Temple (Val Morin),Religion,5305 Rue du Bel Automne,Val-Morin,Quebec,J0T 2R0,,,,,,,,https://www.tamilbusinessdirectory.com/canada/val-morin/religion/subramanya-ayyappa-temple-val-morin,tamilbusinessdirectory.com
