name,category,address,city,province,postal,phone,whatsapp,email,website,facebook,Instagram,other_social,source_url,source
360 Video Surveillance,Home Services,6814 14th Avenue,Markham,Ontario,L6B 1A8,416-305-3328,,,http://www.360vs.com,,,,https://www.tamilbusinessdirectory.com/canada/markham/home-services/360-video-surveillance,tamilbusinessdirectory.com
401 Motors Inc.,Automotive,417 Signet Dr. #1,Toronto,Ontario,M9L 1V3,416-747-2886,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/automotive/401-motors-inc,tamilbusinessdirectory.com
440 Chevrolet Buick GMC Lte,Automotive,3670 autoroute Laval ouest,Laval,Quebec,H7T 2H6,450-682-3670,,,,,,,https://www.tamilbusinessdirectory.com/canada/laval/automotive/440-chevrolet-buick-gmc-lte,tamilbusinessdirectory.com
4GoodHosting,Computer Sales Services,918 16th Ave NW,Calgary,Alberta,T2M 0K3,403800-9901,,,https://4goodhosting.com/Alberta-Web-Hosting/Calgary-Web-Hosting/,,,,https://www.tamilbusinessdirectory.com/canada/calgary/computer-sales-services/4goodhosting,tamilbusinessdirectory.com
5 Start Appliance & Electrical,Retail Whole Sale,,Toronto,Ontario,,416-724-4238,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/retail-whole-sale/5-start-appliance-electrical,tamilbusinessdirectory.com
514 MUFFLER (Pneu Select),Automotive,3599 boul St-Jean,Dollard-des-Ormeaux,Quebec,H9G 1W9,514-683-3537,,,,,,,https://www.tamilbusinessdirectory.com/canada/dollard-des-ormeaux/automotive/514-muffler-pneu-select,tamilbusinessdirectory.com
6 Kumars Silk House,Textile Jewellers,2466 Eglinton Ave East,Scarborough,Ontario,M1K 5J8,416-261-3666,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/textile-jewellers/6-kumars-silk-house,tamilbusinessdirectory.com
911 Exterminateur,Home Services,2200 Rue Ward,Montreal,Quebec,H4M 2R1,514-349-4393,,,,,,,https://www.tamilbusinessdirectory.com/canada/montreal/home-services/911-exterminateur,tamilbusinessdirectory.com
911 Exterminateur (Rive-Sud),Miscellaneous 1,1321 Rue de Montbrun,Boucherville,Quebec,J4B 5E4,450-660-2359,,,,,,,https://www.tamilbusinessdirectory.com/canada/boucherville/miscellaneous-1/911-exterminateur-rive-sud,tamilbusinessdirectory.com
9thCO Inc.,Business Professional,96 Spadina Avenue,Toronto,Ontario,M5V 2J6,416-923-9898,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/business-professional/9thco-inc,tamilbusinessdirectory.com
A,A 7860,"22 Listcreek Road, Brampton L6p 2n6",Toronto,Ontario,,416-456-1462,,,http://www.a1renovationgta.com,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-7860,tamilbusinessdirectory.com
A,A 7678,,Toronto,Ontario,,647-668-3944,,,http://www.atozpestcontroltoronto.com,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-7678,tamilbusinessdirectory.com
A,A,,Toronto,Ontario,,416-627-3072,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a,tamilbusinessdirectory.com
A & A Direct Services,Retail Whole Sale,701 Millway Ave,Concord,Ontario,L4K 3S7,905-482-9330,,,http://www.anadirect.ca,,,,https://www.tamilbusinessdirectory.com/canada/concord/retail-whole-sale/a-a-direct-services,tamilbusinessdirectory.com
A & A Electrical & Plumbing,Home Services,,Toronto,Ontario,,4163574089,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-a-electrical-plumbing-5296,tamilbusinessdirectory.com
A & A Heating and Cooling,Home Services,,Toronto,Ontario,,4165733440,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-a-heating-and-cooling,tamilbusinessdirectory.com
A & A Moving & Delivery,A A Moving Delivery,,Toronto,Ontario,,647-838-3368,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-a-moving-delivery,tamilbusinessdirectory.com
A & A Painting & Renovation,Home Services,,Toronto,Ontario,,416-456-1031,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-a-painting-renovation,tamilbusinessdirectory.com
A & A Renovation,A A Renovation 7877,,Toronto,Ontario,,647-294-2286,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-a-renovation-7877,tamilbusinessdirectory.com
A & A Renovation,A A Renovation,,Toronto,Ontario,,,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-a-renovation,tamilbusinessdirectory.com
A & M Kitchen Cabinet Inc,A M Kitchen Cabinet Inc,,Toronto,Ontario,,416-841-5301,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-m-kitchen-cabinet-inc,tamilbusinessdirectory.com
A & S Graphics Inc.,Business Professional,2105 Midland Avenue,Scarborough,Ontario,M1P 3E3,4167526951,,,http://aandsgraphics.ca,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/business-professional/a-s-graphics-inc,tamilbusinessdirectory.com
A & T Manpower Services Inc.,Business Professional,11-108 Corporate Dr.,Scarborough,Ontario,M1H 3H9,416-431-0644,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/business-professional/a-t-manpower-services-inc,tamilbusinessdirectory.com
A & T Micro Accounting & Tax Services Inc,Insurance Agents Financial Consultant,2401 Eglinton Ave E,Toronto,Ontario,M1K 2N8,4167512334,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/insurance-agents-financial-consultant/a-t-micro-accounting-tax-services-inc,tamilbusinessdirectory.com
A + Dry Cleaner & Tailors,Textile Jewellers,5 Hillcroft Drive,Toronto,Ontario,L3S 1R6,9054800135,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/textile-jewellers/a-dry-cleaner-tailors,tamilbusinessdirectory.com
A + Unique HVAC,A Unique Hvac,,Toronto,Ontario,,,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-unique-hvac,tamilbusinessdirectory.com
A 1 Ceylon Party Hall Services,Wedding Party Services,2296 Eglinton Ave,Scarborough,Ontario,M1K 2M2,4167552333,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/wedding-party-services/a-1-ceylon-party-hall-services,tamilbusinessdirectory.com
A 2 Z Appliance Service,Home Services,,Toronto,Ontario,,4162543323,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-2-z-appliance-service,tamilbusinessdirectory.com
A A + Carpet Cleaners & Duct Cleaners,Home Services,100 Haslam St,Scarborough,Ontario,M1N 3N7,416-717-8979,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/home-services/a-a-carpet-cleaners-duct-cleaners,tamilbusinessdirectory.com
A A Computer Systems,Computer Sales Services,,Toronto,Ontario,,416-318-7875,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/computer-sales-services/a-a-computer-systems,tamilbusinessdirectory.com
A A Electrical,A A Electrical,,Toronto,Ontario,,416-357-4089,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-a-electrical,tamilbusinessdirectory.com
A A PLUS DUCT CLEANERS & CARPET CLEANERS,Home Services,,Toronto,Ontario,,4167178979,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-a-plus-duct-cleaners-carpet-cleaners,tamilbusinessdirectory.com
A Alert Drain Limited,Home Services,467 Edgeley Blvd #5,Vaughan,Ontario,L4K 4E9,905-761-8755,,,,,,,https://www.tamilbusinessdirectory.com/canada/vaughan/home-services/a-alert-drain-limited,tamilbusinessdirectory.com
A Angels Blossom,A Angels Blossom,,Toronto,Ontario,,905-472-9117,,,,,,,https://www.tamilbusinessdirectory.com/canada/wedding-party-services/a-angels-blossom,tamilbusinessdirectory.com
A Angels Blossom,Wedding Party Services,,Markham,Ontario,,9055135482,,,,,,,https://www.tamilbusinessdirectory.com/canada/markham/wedding-party-services/a-angels-blossom,tamilbusinessdirectory.com
A Anton Jeeva - RE/MAX Royal Properties Realty Ltd,Insurance Agents Financial Consultant,7595 Markham Rd,Markham,Ontario,,416575-5055,,,http://www.antonjeeva.com,,,,https://www.tamilbusinessdirectory.com/canada/markham/insurance-agents-financial-consultant/a-anton-jeeva-re/max-royal-properties-realty-ltd,tamilbusinessdirectory.com
A Auto-Tech,Education Training,,Toronto,Ontario,,905-799-3261,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/education-training/a-auto-tech,tamilbusinessdirectory.com
A Bestway,A Bestway,,Toronto,Ontario,,647-500-0631,,,http://www.bestwayductcleaning.com,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-bestway,tamilbusinessdirectory.com
A BESTWAY DUCT CLEANING,Home Services,,Toronto,Ontario,,6478953385,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-bestway-duct-cleaning,tamilbusinessdirectory.com
A Brand New 'U' Bridal Make Up,Wedding Party Services,,Toronto,Ontario,,905-276-8705,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/wedding-party-services/a-brand-new-u-bridal-make-up,tamilbusinessdirectory.com
A Delta Home Solutions,Home Services,110 Ironside Crescent,Scarborough,Ontario,M1X 1m2,416-970-1525,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/home-services/a-delta-home-solutions,tamilbusinessdirectory.com
A E Air Climate,A E Air Climate 7370,,Toronto,Ontario,,416-316-1010,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-e-air-climate-7370,tamilbusinessdirectory.com
A Fast Print,Business Professional,"2703 Eglinton Ave, East",Scarborough,Ontario,M1K2S2,416-265-4605,,,http://afastprint.net/,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/business-professional/a-fast-print,tamilbusinessdirectory.com
A Flavians Renovation,Home Services,,Toronto,Ontario,,416-931-9991,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-flavians-renovation,tamilbusinessdirectory.com
A Great Toronto - Truck & Forklift Driving School,Education Training,1616 O'Corner Drive,Scarborough,Ontario,,4167596532,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/education-training/a-great-toronto-truck-forklift-driving-school,tamilbusinessdirectory.com
A Home Electric & Plumbing Services,Home Services,,Toronto,Ontario,,905-458-7793,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-home-electric-plumbing-services,tamilbusinessdirectory.com
A JOSEE ELECTRIC,Home Services,,Toronto,Ontario,,4165643708,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-josee-electric,tamilbusinessdirectory.com
A Megapro Kitchen & Home Improvements Inc.,Home Services,328 Passmore Ave,Scarborough,Ontario,M1V 4B5,4163211661,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/home-services/a-megapro-kitchen-home-improvements-inc,tamilbusinessdirectory.com
A Miller & Associates Inc. - Trustee in Bankruptcy.,Legal Services 1,2555 Eglinton Ave. E,Scarborough,Ontario,,416-261-6610,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/legal-services-1/a-miller-associates-inc-trustee-in-bankruptcy,tamilbusinessdirectory.com
A MPS Refrigeration Heating and Airconditioning Service,Home Services,36 Linehead Street,Toronto,Ontario,M1V 2J6,4162832776,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-mps-refrigeration-heating-and-airconditioning-service,tamilbusinessdirectory.com
A Multi-Cultural Translation Services,Legal Services 1,,Toronto,Ontario,,416-858-4259,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/legal-services-1/a-multi-cultural-translation-services,tamilbusinessdirectory.com
A Olympic Limousine,A Olympic Limousine,"1776 O'Connor Dr, North York, ON M4A 1W7",Toronto,Ontario,,416726-4600,,,http://www.olympiclimoservice.ca,,,,https://www.tamilbusinessdirectory.com/canada/wedding-party-services/a-olympic-limousine,tamilbusinessdirectory.com
A ONE,Home Services,,Toronto,Ontario,,6472969565,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-one,tamilbusinessdirectory.com
A One Appliances Inc,A One Appliances Inc,"2410 Lawrence Ave, East, Unit2 Scarborough, ON, M1P2R6",Toronto,Ontario,,416-755-4994,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-one-appliances-inc,tamilbusinessdirectory.com
A One Cleaner,Home Services,,Toronto,Ontario,,4164187614,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-one-cleaner,tamilbusinessdirectory.com
A One Dushy's Beauty Care,Wedding Party Services,,Toronto,Ontario,,4164393674,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/wedding-party-services/a-one-dushy-s-beauty-care,tamilbusinessdirectory.com
A ONE PLUMBING AND ELECTRICAL,Home Services,,Toronto,Ontario,,6472969565,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-one-plumbing-and-electrical,tamilbusinessdirectory.com
A One Sindu 2 Carpet Cleaning,Home Services,,Toronto,Ontario,,4162824993,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-one-sindu-2-carpet-cleaning,tamilbusinessdirectory.com
A One Tax Service,Insurance Agents Financial Consultant,,Mississauga,Ontario,L4X 2S9,,,,,,,,https://www.tamilbusinessdirectory.com/canada/mississauga/insurance-agents-financial-consultant/a-one-tax-service,tamilbusinessdirectory.com
A one Truck & Auto Services,Automotive,6771 Columbus Drive,Mississauga,Ontario,L5T 2J9,9056702022,,,,,,,https://www.tamilbusinessdirectory.com/canada/mississauga/automotive/a-one-truck-auto-services,tamilbusinessdirectory.com
A Plus Building Maintenance,Home Services,220 Exeter Road,London,Ontario,N6L 1A3,519-652-1572,,,,,,,https://www.tamilbusinessdirectory.com/canada/london/home-services/a-plus-building-maintenance,tamilbusinessdirectory.com
A R Design Associates,A R Design Associates,,Toronto,Ontario,,905-201-0014,,,,,,,https://www.tamilbusinessdirectory.com/canada/business-professional/a-r-design-associates,tamilbusinessdirectory.com
A R L Renovation,A R L Renovation,,Toronto,Ontario,,647-818-5347,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-r-l-renovation,tamilbusinessdirectory.com
A Ramiya's Brand New U,Wedding Party Services,2567 Hurontario Street,Mississauga,Ontario,,9052768705,,,,,,,https://www.tamilbusinessdirectory.com/canada/mississauga/wedding-party-services/a-ramiya-s-brand-new-u,tamilbusinessdirectory.com
A Richmond Mechanical - Mechanical contractors,Home Services,,Toronto,Ontario,,4162779665,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-richmond-mechanical-mechanical-contractors-5230,tamilbusinessdirectory.com
A Ridgeland Group Consultants,Education Training,,Toronto,Ontario,,4164102910,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/education-training/a-ridgeland-group-consultants,tamilbusinessdirectory.com
A Super Party Rentals,Wedding Party Services,2205 Bostock Cres,Mississauga,Ontario,,9058239363,,,http://www.superpartyrentals.com,,,,https://www.tamilbusinessdirectory.com/canada/mississauga/wedding-party-services/a-super-party-rentals,tamilbusinessdirectory.com
A Taste of Japan,Food Dinning,7501 Woodbine Avenue,Markham,Ontario,L3R 1E1,905-470-8858,,,http://www.atasteofjapan.com,,,,https://www.tamilbusinessdirectory.com/canada/markham/food-dinning/a-taste-of-japan,tamilbusinessdirectory.com
A Team Towing,Automotive,,Toronto,Ontario,,416-835-1700,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/automotive/a-team-towing,tamilbusinessdirectory.com
A Telcomgv Inc.,Telephone Communication,,Toronto,Ontario,,4164105819,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/telephone-communication/a-telcomgv-inc,tamilbusinessdirectory.com
A To Z Auto Removal,Automotive,12960 Katonien St,Maple Ridge,British Columbia,V2W 0J2,778-712-4131,,,https://atozautoremovalcanada.ca/,,,,https://www.tamilbusinessdirectory.com/canada/maple-ridge/automotive/a-to-z-auto-removal,tamilbusinessdirectory.com
A Top Bread,Food Dinning,3011 Markham Rd,Scarborough,Ontario,,416-298-1561,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/food-dinning/a-top-bread,tamilbusinessdirectory.com
A Top Notch Decks,A Top Notch Decks,"714 Pharmacy Ave., Toronto, ON, M1L3J2",Toronto,Ontario,,416-659-5643,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-top-notch-decks,tamilbusinessdirectory.com
A Top Notch General Contractor,A Top Notch General Contractor,"714 Pharmacy Ave, Toronto, On, M1L3J2",Toronto,Ontario,,416-659-5643,,,,,,,https://www.tamilbusinessdirectory.com/canada/home-services/a-top-notch-general-contractor,tamilbusinessdirectory.com
A Toronto Truck Repair Shop,Automotive,225 Claireport Crescent,Rexdale,Ontario,M9W 6P4,416-675-7500,,,,,,,https://www.tamilbusinessdirectory.com/canada/rexdale/automotive/a-toronto-truck-repair-shop,tamilbusinessdirectory.com
A wedding services - Registrar (Sri Perumalpillai),Wedding Party Services,4246 Torino Crescent,Mississauga,Ontario,L4W 3T5,9053060199,,,,,,,https://www.tamilbusinessdirectory.com/canada/mississauga/wedding-party-services/a-wedding-services-registrar-sri-perumalpillai,tamilbusinessdirectory.com
A-1 Concrete Cutting,Home Services,,Toronto,Ontario,,416-451-4618,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/home-services/a-1-concrete-cutting,tamilbusinessdirectory.com
A-1+ Keerthi Driving School,Education Training,,Toronto,Ontario,,416-321-3894,,,,,,,https://www.tamilbusinessdirectory.com/canada/toronto/education-training/a-1-keerthi-driving-school,tamilbusinessdirectory.com
A-D Power Doors,Home Services,60 Loons call Crest,Brampton,Ontario,L6R 2G4,4166026612,,,,,,,https://www.tamilbusinessdirectory.com/canada/brampton/home-services/a-d-power-doors,tamilbusinessdirectory.com
A-Linc Centre - The Career Foundation,Education Training,9050 Yonge Street,Richmond Hill,Ontario,L4C 9S6,905-707-1555,,,,,,,https://www.tamilbusinessdirectory.com/canada/richmond-hill/education-training/a-linc-centre-the-career-foundation,tamilbusinessdirectory.com
A-One Appliance Inc,Home Services,2410 Lawrence Ave. East,Scarborough,Ontario,M1P 2R6,416-755-4994,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/home-services/a-one-appliance-inc,tamilbusinessdirectory.com
A-Video 99,Cinema Entertainment,2852 Ellesmere Road,Scarborough,Ontario,,4162838521,,,,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/cinema-entertainment/a-video-99,tamilbusinessdirectory.com
"A. ARIARAN, CGA",Insurance Agents Financial Consultant,1750 Brimley Road,Scarborough,Ontario,M1P 4X7,416-438-9799,,,http://www.aariaran.com,,,,https://www.tamilbusinessdirectory.com/canada/scarborough/insurance-agents-financial-consultant/a-ariaran-cga,tamilbusinessdirectory.com
A. Chalut Auto Lte,Automotive,250 boulevard Antonio Barrette,Joliette,Quebec,J6E 6J5,450-756-1638,,,,,,,https://www.tamilbusinessdirectory.com/canada/joliette/automotive/a-chalut-auto-lte,tamilbusinessdirectory.com
