name,category,address,city,province,postal,phone,whatsapp,email,website,facebook,instagram,other_social,source_url,source
Sri Muthu Maari Ambal Temple,Temples,1314 Britannia Road East 21,Mississauga,ON,L4W 1C8,905-795-8542,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-muthu-maari-ambal-temple,vanakkamcanada.ca
Sri Rajarajeswary Peedam,Temples,"673 8th Ave., Valmonin",Montreal,ON,,819-322-1379,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-rajarajeswary-peedam,vanakkamcanada.ca
Sri siva vishnu Temple,Temples,205 Eddystone Ave,North York,ON,M3N 1N5,416-740-0062,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-siva-vishnu-temple,vanakkamcanada.ca
Thiruchendur MuruganTemple,Temples,"No.19, Penn Drive, North York, ON",North York,ON,M9L 2A7,416-744-9568,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thiruchendur-murugantemple,vanakkamcanada.ca
Thiurchenthoor,Temples,19 Penn Dr,North York,ON,M9L 2A7,416-744-9568,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thiurchenthoor,vanakkamcanada.ca
Thiruchchenthoor Murugan Temple,Temples,19 Penn Drive 10,NorthYork,ON,M9L 2A7,416-744-9568,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thiruchchenthoor-murugan-temple,vanakkamcanada.ca
Canada Kanthasamy Temple,Temples,"733, Brichmount Road, Scarborough, ON",ON,ON,,416-438-1882,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-kanthasamy-temple53019,vanakkamcanada.ca
Canada Sri Iyappan,Temples,,Ontario,ON,,416-321-6104,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-sri-iyappan,vanakkamcanada.ca
Canada Sri Saparipeedam,Temples,"470, Chrysler Drive, Unit 10, L6S Oc1, (Airport & Queen) Brampton, Ontario",Ontario,ON,,905-789-7844,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-sri-saparipeedam,vanakkamcanada.ca
Sri Swarnakarshana Gnana Bhairavar Kovil,Temples,"450 Taunton Rd E, Oshawa, ON",Oshawa,ON,L1H 7K4,416-520-2056,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-swarnakarshana-gnana-bhairavar-kovil,vanakkamcanada.ca
Om Namo Narayani,Temples,"3938 Cottrelle Blvd, P.O.Box 80040, Broampton, ON, L6P2R0",P.O.Box 80040,ON,L6P 2R0,905-913-0787,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/om-namo-narayani,vanakkamcanada.ca
Pickering Aruljothy Sivan Temple,Temples,"1734 Orangebrook Ct, #10",Pickering,ON,L1W 3G8,647-989-6943,,,,https://www.facebook.com/aruljothy.temple,,,https://vanakkamcanada.ca/tamil-business-listings/pickering-aruljothy-sivan-temple,vanakkamcanada.ca
Richmond Hill Pillayar Temple,Temples,"10865 Bayview Av. Richmond Hill, ON,",Richmond Hill,ON,L4S 1M1,905-883-9109,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/richmond-hill-pillayar-temple,vanakkamcanada.ca
Richmonhill Ganesha Temple,Temples,10865 Bayview Ave,Richmond Hill,ON,L4S 1M1,905-883-9010,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/richmonhill-ganesha-temple,vanakkamcanada.ca
Sri Siva Vishnu Temple - Canada,Temples,38,Rivalda Road North York,ON,M9M 2M3,416-740-0062,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-siva-vishnu-temple-canada,vanakkamcanada.ca
Aathi Parasakthy Guru Mantram,Temples,80 Nashdene Rd #99,Scarborough,ON,M1V 5E4,647-436-9647,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/aathi-parasakthy-guru-mantram,vanakkamcanada.ca
Canada Kanthasamy Temple,Temples,733 Birchmount Rd,Scarborough,ON,M1K 1R5,416-438-1882,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-kanthasamy-temple,vanakkamcanada.ca
Canada Nainatheevu Kovil,Temples,"1537-1539- Warden Ave, Scarborough, ON, M1R4Z8",Scarborough,ON,M1R 4Z8,416-293-4000,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-nainatheevu-kovil,vanakkamcanada.ca
Canada Sri Ayyappan Hindu Temple,Temples,635 Middlefield Road,Scarborough,ON,M1V 5B8,416-321-6104,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-sri-ayyappan-hindu-temple,vanakkamcanada.ca
Canada Thirupathi Vengadasalapathy Temple,Temples,1240 Ellesmere Road,Scarborough,ON,M1P 2X4,416-999-4274,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-thirupathi-vengadasalapathy-temple,vanakkamcanada.ca
Nallur Kanthasuwamy Kovil,Temples,20 Nugget Ave 1,Scarborough,ON,,416-293-9004,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nallur-kanthasuwamy-kovil,vanakkamcanada.ca
Periya Sivan Temple,Temples,1960 Ellesmere Rd 10,Scarborough,ON,M1H 2W5,416-769-7747,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/periya-sivan-temple,vanakkamcanada.ca
Sai Illam,Temples,"20 Slan Ave., Scarborough, M1G3B2",Scarborough,ON,M1G 3B2,416-568-1221,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sai-illam,vanakkamcanada.ca
Selva Channithy Murugan,Temples,1 Goalden Gate #1,Scarborough,ON,M1P 3A4,416-297-8716,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/selva-channithy-murugan,vanakkamcanada.ca
Sri Ayyappa Samajam of Ontario - Canada SRI AYYAPPAN Temple,Temples,635 Middlefield Road,Scarborough,ON,M1V 5B8,416-321-6104,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-ayyappa-samajam-of-ontario-canada-sri-ayyappan-temple,vanakkamcanada.ca
Sri Bhuvaneshwari Hindu Temple,Temples,746 Warden Ave #10&11,Scarborough,ON,M1L 4A2,416-615-0005,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-bhuvaneshwari-hindu-temple,vanakkamcanada.ca
Sri Luxsumi Mandir,Temples,1560 Brimley Rd #106,Scarborough,ON,,416-835-2729,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-luxsumi-mandir,vanakkamcanada.ca
Sri Meenadhchi Amman Temple,Temples,585 Middlefield Rd #1,Scarborough,ON,M1V 4Y5,416-535-6560,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-meenadhchi-amman-temple,vanakkamcanada.ca
Sri Nallur Sivan Kovil,Temples,20 Nugget Av 1,Scarborough,ON,,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-nallur-sivan-kovil,vanakkamcanada.ca
Sri Puwaneshwari Hindu Temple,Temples,"746, Warden Ave 10&11",Scarborough,ON,M1L 4A2,416-615-0005,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-puwaneshwari-hindu-temple,vanakkamcanada.ca
Sri Santhira Mowleeswarar Sivalayam,Temples,3011 Markham Rd #62&63,Scarborough,ON,,416-754-7338,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-santhira-mowleeswarar-sivalayam,vanakkamcanada.ca
Sri Sathya Sai baba,Temples,5321 Finch Avenue East,Scarborough,ON,M1S 5W2,416-335-7242,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-sathya-sai-baba,vanakkamcanada.ca
Sri Selvachannithy Murugan Prayer Hall,Temples,1 Golden Gate 1,Scarborough,ON,M1P 3A4,416-297-8716,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-selvachannithy-murugan-prayer-hall,vanakkamcanada.ca
Sri Varasiththi Vinaayagar Hindu Temple of Toronto,Temples,3025 Kennedy Rd #10,Scarborough,ON,M1V 1S3,416-291-8500,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-varasiththi-vinaayagar-hindu-temple-of-toronto,vanakkamcanada.ca
Sri Varasiththi Vinaayagar Temple,Temples,3025 Kennedy Rd 10,Scarborough,ON,M1V 1S2,416-291-8500,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-varasiththi-vinaayagar-temple,vanakkamcanada.ca
Temple (Brimley & Goldengate Court),Temples,Brimley and GoldenGate Court 1,Scarborough,ON,,416-731-8453,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-brimley-goldengate-court,vanakkamcanada.ca
Chan Shan Temple,Temples,7254 Bayview Ave,Thornhill,ON,L3T 2R6,905-886-1522,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/chan-shan-temple,vanakkamcanada.ca
Arulmihu Muthvinayagar Thevasthanam,Temples,435 Parliament St,Toronto,ON,M9L 1V3,416-413-7747,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/arulmihu-muthvinayagar-thevasthanam,vanakkamcanada.ca
Merupuram Sri Paththrakali Amman Temple,Temples,1510 Birchmount Road 104,Toronto,ON,M1P 2G6,416-615-0100,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/merupuram-sri-paththrakali-amman-temple,vanakkamcanada.ca
Sri Selvavinayagar Temple,Temples,3411 McNicoll Ave,Toronto,ON,M1V 4B7,416-299-9955,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-selvavinayagar-temple,vanakkamcanada.ca
Temple (416-413-7747),Temples,,Toronto,ON,,416-413-7747,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-416-413-7747,vanakkamcanada.ca
Temple (585-533-1970),Temples,,Toronto,ON,,585-533-1970,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-585-533-1970,vanakkamcanada.ca
Temple (Birchmount & Ellesmere),Temples,1510 Birchmount Road 104,Toronto,ON,M1P 2G6,416-615-0100,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/temple-birchmount-ellesmere,vanakkamcanada.ca
Toronto Sri Durka Hindu Temple - THURKESWARAM,Temples,30 Carnforth Road,Toronto,ON,M4A 2K7,416-751-5151,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/toronto-sri-durka-hindu-temple-thurkeswaram,vanakkamcanada.ca
Sri Ganesha Durga Hindu temple Of Mississauga,Temples,7220,Tranmere Dr Mississauga,ON,L5S 1L6,905-405-0011,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-ganesha-durga-hindu-temple-of-mississauga32501,vanakkamcanada.ca
Sri Ganesha Durga Hindu temple Of Mississauga,Temples,7220,Tranmere Drive Mississauga,ON,L5S 1L6,905-405-0011,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-ganesha-durga-hindu-temple-of-mississauga,vanakkamcanada.ca
Canada shri Muthumaari Amman Temple,Temples,"1771 albion Road, Unit #1, Toronto, ON M9W 5S7",Unit #1,ON,M9W 5S7,416-213-0110,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-shri-muthumaari-amman-temple,vanakkamcanada.ca
Selvavinanagar Temple,Temples,"3411 Mcnicoll Ave, Unit 1 , Toronto, ON, M1V4B7",Unit 1,ON,M1V 4B7,416-299-9955,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/selvavinanagar-temple,vanakkamcanada.ca
Sri Katpagavinayakar Temple,Temples,200 Advanced Blvd,Unit 1,ON,L6T 4V4,416-471-0025,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-katpagavinayakar-temple,vanakkamcanada.ca
Varasithi Vinayagar,Temples,3025 Kennedy Road,Unit-10,ON,M1V 1S3,416-291-8500,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/varasithi-vinayagar,vanakkamcanada.ca
Sri Saparipeedam Temple,Temples,470 Chrysler Drive,Unit9-10,ON,L6S 0C1,905-789-7844,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-saparipeedam-temple,vanakkamcanada.ca
Canada Kanthasamy Temple,Canada Kanthasamy Temple,"733, Brichmount Road, Scarborough, ON",Toronto,Ontario,,416-438-1882,,,,,,,https://www.tamilbusinessdirectory.com/canada/religion/canada-kanthasamy-temple,tamilbusinessdirectory.com
Canada Kanthaswamy Temple,Canada Kanthaswamy Temple,"733 Birchmount Rd, Scarborough, ON M1K1R5",Toronto,Ontario,,416-438-1882,,,http://www.canadakanthan.ca,,,,https://www.tamilbusinessdirectory.com/canada/wedding-party-services/canada-kanthaswamy-temple,tamilbusinessdirectory.com
Canada Sri Siva Satyanarayana Temple,Canada Sri Siva Satyanarayana Temple,"1325 Matheson Blvd, Mississauga, ON, L4W1R1",Toronto,Ontario,,905-282-0108,,,http://www.sivatemple.ca,,,,https://www.tamilbusinessdirectory.com/canada/religion/canada-sri-siva-satyanarayana-temple,tamilbusinessdirectory.com
Canada shri Muthumaari Amman Temple,Canada Shri Muthumaari Amman Temple,"1771 albion Road, Unit #1, Toronto, ON M9W 5S7",Toronto,Ontario,,416213-0110,,,,,,,https://www.tamilbusinessdirectory.com/canada/religion/canada-shri-muthumaari-amman-temple,tamilbusinessdirectory.com
Selvavinanagar Temple,Selvavinanagar Temple,"3411 Mcnicoll Ave, Unit 1 , Toronto, ON, M1V4B7",Toronto,Ontario,,416-299-9955,,,http://www.ganapatheeswaram.com,,,,https://www.tamilbusinessdirectory.com/canada/religion/selvavinanagar-temple,tamilbusinessdirectory.com
Sri Ganesha Durga Hindu Temple,Sri Ganesha Durga Hindu Temple,"7220 Tranmere Drive Mississauga, ON L5S1L6",Toronto,Ontario,,905-405-0011,,,,,,,https://www.tamilbusinessdirectory.com/canada/religion/sri-ganesha-durga-hindu-temple,tamilbusinessdirectory.com
Sri Katpagavinayakar Temple,Sri Katpagavinayakar Temple,"200 Advanced Blvd, Unit 1 , Brampton, ON, L6T4V4",Toronto,Ontario,,416-471-00255,,,http://www.srikatpagavinayagar.ca,,,,https://www.tamilbusinessdirectory.com/canada/religion/sri-katpagavinayakar-temple,tamilbusinessdirectory.com
Sri Saparipeedam Temple,Sri Saparipeedam Temple,"470 Chrysler Drive, Unit9-10, Brampton, ON, L6S0C1",Toronto,Ontario,,9057897844,,,http://www.srisabaripeedam.com,,,,https://www.tamilbusinessdirectory.com/canada/religion/sri-saparipeedam-temple,tamilbusinessdirectory.com
Sri siva vishnu Temple,Sri Siva Vishnu Temple,"205 Eddystone Ave, North York, ON, M3N1N5",Toronto,Ontario,,416-740-0062,,,,,,,https://www.tamilbusinessdirectory.com/canada/religion/sri-siva-vishnu-temple,tamilbusinessdirectory.com
Arulmigu Thiru Murugan Temple,Temples,1611 St Regis Blvd,Dollard-des-Ormeaux,QC,H9B 3H7,514-683-8044,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/arulmigu-thiru-murugan-temple,vanakkamcanada.ca
Sri Thurgai Amman Temple,Temples,271,Jean Talon Montreal,QC,H2R 2X8,514-272-2956,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-thurgai-amman-temple,vanakkamcanada.ca
Sri Katpaga MahaGanapathi Temple,Temples,9865,Rue Clark Montreal,QC,H3L 2R5,514-381-1010,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sri-katpaga-mahaganapathi-temple,vanakkamcanada.ca
Subramanya Ayyappa Temple (Val Morin),Temples,5305,Rue du Bel Automne Val-Morin,QC,J0T 2R0,4717456385,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/subramanya-ayyappa-temple-val-morin,vanakkamcanada.ca
The Sivananda Ashram,Temples,"673, 8",th Avenue Val-Morin,QC,J0T 2R0,800-263-9642,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/the-sivananda-ashram,vanakkamcanada.ca
Global KnowIedge,Education Centers,201 Portage Ave # 1903 Winnipeg,Manitoba,MB,R3B 3K6,204-943-0726,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/global-knowiedge,vanakkamcanada.ca
Global KnowIedge,Education Training,201 Portage Ave,Winnipeg,Manitoba,R3B 3K6,204-943-0726,,,,,,,https://www.tamilbusinessdirectory.com/canada/winnipeg/education-training/global-knowiedge,tamilbusinessdirectory.com
Galaxy Toppers,Education Centers,Unit 205,85 Ellesmere Road,ON,M1R 4B9,647-995-7157,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/galaxy-toppers,vanakkamcanada.ca
Balavimala Narthanalayam - Bharathanatyam Dance Classes,Education Centers Fine Arts,,Ajax,ON,,647-713-0766,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/balavimala-narthanalayam-bharathanatyam-dance-classes,vanakkamcanada.ca
Bursary Program,Education Scholarship & Funds,,Ajax,ON,,877-786-3999,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/bursary-program,vanakkamcanada.ca
Canada Child Tax Benefit,Education Scholarship & Funds,,Ajax,ON,,800-387-1193,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canada-child-tax-benefit,vanakkamcanada.ca
Layamadhuraa Percussive Arts Centre of Canada,Education Centers Fine Arts,,Ajax,ON,,647-299-8408,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/layamadhuraa-percussive-arts-centre-of-canada,vanakkamcanada.ca
Sitpi Acadamy - Tamil Language School,Education Centers,"15 Harwood Ave South, #204",Ajax,ON,L1S 2B9,647-209-7449,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sitpi-acadamy-tamil-language-school,vanakkamcanada.ca
Grade R United System Ltd,Driving Schools - Truck & Trainers,80 Nashdene Rd. Unit 209,B Scarborough,ON,M1V 5E4,416-850-2746,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/grade-r-united-system-ltd43436,vanakkamcanada.ca
Ontario Academy of Fine Arts,Education Centers Fine Arts,880 Ellesmere Rd #203,B Scarborough,ON,M1P 2W6,416-609-8314,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/ontario-academy-of-fine-arts,vanakkamcanada.ca
S.J Prasanth - Laya Tharangam Mridangam Lessons,Education Centers Fine Arts,21,Barnfield Crescent Ajax,ON,,647-746-6934,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/s-j-prasanth-laya-tharangam-mridangam-lessons,vanakkamcanada.ca
Tusgu,Education Centers,1100,Bellamy Rd N Scarborough,ON,M1H 1H2,416-439-8037,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tusgu,vanakkamcanada.ca
Nuclues University,Education Centers,"2250 Bovaird Dr. E. Suite 114, Brampton, ON, L6R0W3",Brampton,ON,L6R 0W3,416-545-7080,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nuclues-university,vanakkamcanada.ca
Peel Tae Kwon Do Family Martial Arts Centre Inc,Education Centers Fine Arts,170 Bovaird Drive 9,Brampton,ON,L7A 1A1,905-840-5268,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/peel-tae-kwon-do-family-martial-arts-centre-inc,vanakkamcanada.ca
Safety Truck,Driving Schools - Truck & Trainers,4 Wilkinson Rd. (2nd Floor),Brampton,ON,L6T 4M3,905-793-9546,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/safety-truck,vanakkamcanada.ca
Tutoring  Home Work,Education Centers,Brampton,Brampton,ON,,416-299-9183,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tutoring-home-work,vanakkamcanada.ca
Baratha Sudamani Kalai Kudam,Education Centers Fine Arts,Brampton,Brampton Toronto,ON,,905-792-6610,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/baratha-sudamani-kalai-kudam,vanakkamcanada.ca
Music Classes,Education Centers Fine Arts,67,Briarglen Court Scarborough,ON,,416-756-0823,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/music-classes,vanakkamcanada.ca
Harshodaya Nadana Palee,Education Centers Fine Arts,McCowan &,Bur Oak Toronto,ON,,905-209-9599,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/harshodaya-nadana-palee,vanakkamcanada.ca
Gnanothayam,Education Centers Fine Arts,115,Connsmythe Dr Scarborough,ON,M1J 3P6,416-265-8200,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/gnanothayam31446,vanakkamcanada.ca
Vimal Driving School,Driving Schools & Trainers,162,Dells Crescent Brampton,ON,L7A 2R4,905-970-0254,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/vimal-driving-school,vanakkamcanada.ca
Alpha Learning Center,Education Centers,Markham &,Denison Toronto,ON,,416-642-4908,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/alpha-learning-center,vanakkamcanada.ca
Laya Bhava Dance Academy,Education Centers Fine Arts,Markham &,Denison Toronto,ON,,905-472-3498,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/laya-bhava-dance-academy,vanakkamcanada.ca
Navarasakkala Mantram,Education Centers Fine Arts,Markham &,Denison Toronto,ON,,416-686-7709,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/navarasakkala-mantram,vanakkamcanada.ca
Canadian SciTech College,Education Centers,240,Duncan Mill Rd North York,ON,M3B 3S6,416-833-7666,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-scitech-college,vanakkamcanada.ca
ORROE Inspiring Your Minds,Education Centers,"3040 Danforth Ave, Unit#5, East York, ON, M4C1N2",East York,ON,M4C 1N2,416-710-2451,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/orroe-inspiring-your-minds,vanakkamcanada.ca
Brilliant Tutor & Your Home,Education Centers,79,Eastvale Dr Scarborough,ON,,416-291-4684,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/brilliant-tutor-and-your-home,vanakkamcanada.ca
Miruthanga Seshthiram,Education Centers Fine Arts,1240,Ellesmere Rd Scarborough,ON,,647-885-5676,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/miruthanga-seshthiram,vanakkamcanada.ca
After School Learning Center,Education Centers,Brimley Road &,Ellesmere Road Toronto,ON,,647-832-7323,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/after-school-learning-center,vanakkamcanada.ca
Bhairavi Music Academy,Education Centers Fine Arts,Kennedy &,Ellesmere Toronto,ON,,416-283-9598,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/bhairavi-music-academy,vanakkamcanada.ca
Nathalaya School of Classical Music,Education Centers Fine Arts,Morningside &,Ellesmere Toronto,ON,,416-282-1166,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nathalaya-school-of-classical-music,vanakkamcanada.ca
Sithampara Kalai Mantra Dance Academy,Education Centers Fine Arts,Kennedy &,Ellesmere Toronto,ON,,416-493-9735,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sithampara-kalai-mantra-dance-academy,vanakkamcanada.ca
Tution,Education Centers,Kennedy &,Ellesmere Toronto,ON,,416-284-0382,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tution,vanakkamcanada.ca
English through Tamil Tuition.,Education Centers,337,Elson St Markham,ON,,905-209-1175,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/english-through-tamil-tuition,vanakkamcanada.ca
